Vehicle Type,Cylinder Number,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears
"Sedan/Wagon","Other","2000","4","0.000407","16.38100","13.77667","10.87602","17.81995","645.07621","817.11870","498.71059","4150.027","-","405.3568","412.2123","5.3303","1.032829","0.103240","28.90565","-","-","1.000","0.566","-","0.434","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.539","0.338","5.6","-","0.016","0.418","0.566","-","-","-"
"Sedan/Wagon","Other","2001","6","0.000671","17.54044","14.68297","11.61205","18.81544","605.25886","765.32572","472.32472","4238.965","-","388.8263","397.6011","5.5239","1.034075","0.096842","32.10159","-","0.027","0.973","0.397","-","0.603","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.567","0.218","5.4","-","0.007","0.623","0.370","-","-","-"
"Sedan/Wagon","Other","2002","4","0.000494","17.55222","14.70707","11.48642","19.03473","604.26715","773.69616","466.88341","4125.945","-","398.7947","410.4521","5.3846","1.041639","0.102121","31.01876","-","0.024","0.976","0.410","-","0.590","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.651","0.111","5.4","-","0.003","0.546","0.452","-","-","-"
"Sedan/Wagon","Other","2003","5","0.000586","17.01457","14.21303","11.15069","18.16134","625.27137","796.99130","489.33618","4100.948","-","407.8733","482.5900","4.7333","1.216235","0.120582","29.67434","-","0.016","0.984","0.494","-","0.506","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.632","0.224","5.7","-","0.004","0.308","0.688","-","-","-"
"Sedan/Wagon","Other","2004","8","0.001011","16.25263","13.57599","10.60796","17.32113","654.61175","837.76744","513.07280","4322.291","-","391.1418","496.2051","4.7695","1.310817","0.119357","29.83911","-","0.325","0.675","0.376","-","0.624","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.321","-","-","1.000","0.495","5.7","-","-","0.279","0.721","-","-","-"
"Sedan/Wagon","Other","2005","10","0.001275","16.30850","13.56097","10.65648","17.07098","655.33661","833.95287","520.59101","4629.849","-","384.5133","523.9568","4.7989","1.389925","0.116422","31.56863","-","0.371","0.629","0.249","-","0.751","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.310","-","-","0.835","0.800","5.8","-","-","0.212","0.788","-","-","-"
"Sedan/Wagon","Other","2006","16","0.001943","16.46398","13.69546","10.73915","17.28506","648.90103","827.53322","514.14342","4628.123","-","358.1287","514.6843","4.8715","1.468105","0.114231","31.73444","-","0.312","0.688","0.121","-","0.879","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.265","-","-","0.887","0.894","6.3","-","-","0.090","0.569","0.341","-","-"
"Sedan/Wagon","Other","2007","17","0.002060","16.70208","13.85284","10.94786","17.31983","641.52901","811.75703","513.11138","4907.299","-","338.1027","525.2309","5.0578","1.556585","0.108386","34.11954","-","0.416","0.584","0.051","-","0.949","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.462","-","-","1.000","0.683","6.0","-","-","0.206","0.561","0.233","-","-"
"Sedan/Wagon","Other","2008","14","0.001911","16.80128","13.93916","10.99936","17.45942","637.55621","807.95605","509.00896","4646.300","49.27640","353.4069","531.4470","4.8786","1.527676","0.117444","32.45269","-","0.397","0.603","0.185","-","0.815","-","-","-","0.129","0.871","-","-","-","-","-","-","-","-","1.000","0.336","-","-","0.901","0.785","6.1","-","-","0.116","0.659","0.225","-","-"
"Sedan/Wagon","Other","2009","5","0.000896","17.30144","14.31825","11.35394","17.82998","620.67639","782.72385","498.43007","4680.135","49.09366","370.0602","541.2949","4.7461","1.489105","0.119307","33.47799","-","0.338","0.662","0.190","0.028","0.782","-","-","-","0.152","0.848","-","-","-","-","-","-","-","-","1.000","0.345","-","-","0.886","0.584","6.0","-","-","0.161","0.724","0.115","-","-"
"Sedan/Wagon","Other","2010","5","0.000887","17.39674","14.38323","11.43407","17.85798","617.70745","777.07151","497.48544","4806.626","50.19117","364.9175","535.3248","4.8309","1.486545","0.114934","34.82150","0.001","0.392","0.607","0.130","0.126","0.744","-","-","-","0.330","0.669","-","0.001","-","-","-","0.001","-","-","0.999","0.445","0.001","-","0.927","0.930","6.4","-","0.001","0.070","0.631","0.157","0.141","-"
"Sedan/Wagon","Other","2011","14","0.002518","43.78762","35.23652","30.20017","40.30742","190.05991","236.98576","154.65970","3936.562","45.72421","355.5744","250.9891","8.5120","1.547793","0.057980","125.62894","0.592","0.166","0.242","0.042","0.170","0.788","-","-","-","0.184","0.141","-","0.675","-","0.670","-","0.004","-","-","0.325","0.145","0.001","-","0.325","0.277","2.7","-","0.675","0.025","0.236","-","0.064","-"
"Sedan/Wagon","Other","2012","23","0.003079","48.86506","39.33868","33.81452","44.86831","158.68568","199.97176","127.54003","4008.139","46.90396","360.1892","255.8929","7.2184","1.530796","0.058534","138.38063","0.538","0.305","0.156","0.018","0.153","0.829","-","-","-","0.112","0.157","-","0.731","-","0.730","-","0.001","-","-","0.269","0.141","0.006","-","0.269","0.230","2.4","-","0.731","0.014","0.188","0.023","0.044","-"
"Sedan/Wagon","Other","2013","54","0.006551","90.31496","70.06024","65.93392","73.53178","47.83686","60.96050","37.93657","3922.939","47.09961","397.9763","227.1060","7.9297","1.500168","0.054414","183.80021","0.570","0.371","0.059","0.016","0.350","0.632","-","-","-","0.030","0.053","-","0.917","-","0.917","-","-","-","-","0.083","0.045","0.032","0.003","0.067","0.083","1.5","0.002","0.915","0.002","0.039","0.010","0.032","-"
"Sedan/Wagon","Other","2014","50","0.006551","74.94896","57.03610","51.07981","62.53732","79.61637","101.30584","63.25414","3973.184","46.67504","384.4688","262.6252","7.1295","1.547532","0.062367","170.11470","0.396","0.116","0.488","0.019","0.538","0.443","-","-","-","0.050","0.088","-","0.862","-","0.862","-","0.000","-","0.001","0.137","0.062","0.092","0.006","0.122","0.138","1.9","-","0.862","0.000","0.042","0.031","0.064","-"
"Sedan/Wagon","Other","2015","85","0.010790","100.98684","75.87868","72.43280","78.70324","39.26278","49.53132","31.51633","3896.914","45.87544","372.0787","227.2850","7.6097","1.597864","0.054102","190.94547","0.595","0.259","0.146","0.005","0.398","0.597","-","-","-","0.023","0.047","-","0.930","-","0.930","-","-","-","-","0.070","0.031","0.048","0.003","0.066","0.070","1.4","-","0.930","-","0.008","0.036","0.026","-"
"Sedan/Wagon","Other","2016","69","0.009673","92.25379","70.55650","65.55051","74.86984","48.16638","60.97264","38.50552","4172.843","47.48454","385.2866","260.9121","6.9728","1.536028","0.058537","198.69411","0.479","0.322","0.199","0.008","0.531","0.450","-","-","-","0.023","0.062","-","0.915","-","0.903","-","0.011","-","-","0.085","0.052","0.044","0.012","0.077","0.085","1.5","0.011","0.903","-","0.011","0.039","0.036","-"
"Sedan/Wagon","Other","2017","96","0.013702","98.77912","74.20393","70.44147","77.31942","42.82797","53.09964","35.07916","4151.439","46.16108","370.8172","292.0300","6.3493","1.691721","0.066548","207.30305","0.581","0.238","0.181","0.009","0.680","0.285","-","-","-","0.021","0.055","-","0.924","-","0.888","-","0.036","-","0.001","0.075","0.032","0.051","0.040","0.068","0.076","1.5","0.027","0.897","-","0.008","0.039","0.030","-"
"Sedan/Wagon","Other","2018","206","0.034607","136.90473","99.05592","98.80815","99.24366","15.45950","19.17265","12.65835","4257.177","48.80999","358.9840","356.1712","5.1960","1.742640","0.081585","242.34371","0.136","0.454","0.410","-","0.893","0.100","-","-","-","0.010","0.017","-","0.973","-","0.965","-","0.007","-","-","0.027","0.013","0.018","0.015","0.027","0.027","1.2","0.007","0.966","-","-","0.015","0.012","-"
"Sedan/Wagon","Other","2019","172","0.032591","142.48222","101.82506","103.61473","100.51535","13.34376","16.61694","10.87452","4172.316","47.68138","379.5335","319.5397","5.5344","1.713662","0.074793","241.01499","0.302","0.340","0.358","-","0.870","0.120","-","-","-","0.014","0.009","-","0.977","-","0.966","-","0.012","-","-","0.023","0.014","0.013","0.007","0.023","0.023","1.1","0.010","0.968","-","-","0.009","0.013","-"
"Sedan/Wagon","Other","2020","176","0.041392","133.25758","96.82540","96.53746","97.04376","18.78877","23.40678","15.30501","4150.659","48.12687","359.8393","358.0353","4.5836","1.775758","0.085353","239.09142","0.263","0.458","0.279","-","0.762","0.076","-","-","-","0.010","0.022","-","0.968","-","0.965","-","0.003","-","-","0.032","0.018","0.014","0.016","0.032","0.032","1.3","0.162","0.805","-","-","0.016","0.017","-"
"Sedan/Wagon","Other","Prelim. 2021","-","0.059946","135.45437","99.09618","101.00354","97.70430","12.33233","15.37441","10.03742","4279.863","49.34051","366.7044","344.5529","5.2904","1.745045","0.079539","241.11073","0.165","0.473","0.362","-","0.838","0.105","-","-","-","0.009","0.012","-","0.979","-","0.956","-","0.022","-","-","0.021","0.012","0.008","0.012","0.021","0.021","1.2","0.057","0.922","-","-","0.009","0.012","-"
"Car SUV","Other","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Other","2012","0","0.000366","108.22212","75.21160","77.86727","73.32506","0.00000","0.00000","0.00000","4035.637","44.97127","-","152.7408","7.7000","-","0.038022","151.66364","1.000","-","-","-","-","0.024","-","-","-","-","-","-","1.000","-","1.000","-","-","-","-","-","-","-","-","-","-","1.0","0.976","0.024","-","-","-","-","-"
"Car SUV","Other","2013","1","0.000508","107.86903","74.97779","77.50681","73.17653","0.00000","0.00000","0.00000","4062.419","45.02484","-","151.7945","7.0291","-","0.037662","152.12009","1.000","-","-","-","-","0.042","-","-","-","-","-","-","1.000","-","1.000","-","-","-","-","-","-","-","-","-","-","1.0","0.958","0.042","-","-","-","-","-"
"Car SUV","Other","2014","1","0.000810","107.91803","75.01860","77.57485","73.19897","0.00000","0.00000","0.00000","4059.148","45.01830","-","151.9101","7.0276","-","0.037706","152.08840","1.000","-","-","-","-","0.039","-","-","-","-","-","-","1.000","-","1.000","-","-","-","-","-","-","-","-","-","-","1.0","0.961","0.039","-","-","-","-","-"
"Car SUV","Other","2015","0","0.000042","71.09540","50.07424","49.31230","50.66480","0.00000","0.00000","0.00000","4500.000","45.20000","-","134.0000","12.5000","-","0.029778","112.66704","1.000","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","1.0","-","1.000","-","-","-","-","-"
